@relation dataBMWTFIDFCW
@attribute sumPSD numeric
@attribute sumRankScore numeric
@attribute sumPostings numeric
@attribute sumTimes numeric
@attribute maxRankScore numeric
@attribute maxScoreK numeric
@attribute Tiempo numeric
@data
 0.0001 0.4305 0.1980 0.4038 0.2647 0.3498 106.3254
 0.0007 0.7093 0.0970 0.4067 0.5884 0.5788 76.8181
 0.0002 0.3176 0.0826 0.2217 0.4519 0.4318 40.1281
 0.0001 0.4914 0.2498 0.4143 0.3648 0.3358 165.2429
 0.0000 0.3179 0.1396 0.2533 0.3217 0.3309 56.8988
 0.0016 0.2575 0.0956 0.2491 0.2364 0.2616 49.3989
 0.0000 0.2775 0.1238 0.1886 0.3034 0.3383 42.5951
 0.0000 0.6241 0.1975 0.3289 0.4214 0.4125 103.3957
 0.0000 0.3015 0.0080 0.0738 0.5289 0.5789 24.8499
 0.0000 0.1114 0.0290 0.1634 0.1955 0.2410 38.5771
 0.0004 0.1300 0.0180 0.2465 0.1180 0.1480 56.4383
 0.0000 0.2307 0.1823 0.3006 0.2061 0.2381 83.5267
 0.0001 0.3135 0.1437 0.2019 0.4214 0.3760 42.9083
 0.0000 0.1599 0.1384 0.1387 0.2805 0.3096 40.5117
 0.0000 0.1417 0.1970 0.1393 0.2485 0.2329 37.3645
 0.0006 0.1149 0.0088 0.1138 0.2015 0.2430 34.7154
 0.0021 0.1576 0.0377 0.1406 0.2765 0.2816 34.8145
 0.0030 0.1503 0.0098 0.1462 0.2121 0.2695 34.2785
 0.0000 0.4385 0.0649 0.2160 0.4482 0.4795 48.6446
 0.0000 0.3887 0.0686 0.1278 0.5732 0.4999 35.8534
 0.0001 0.6586 0.2529 0.5542 0.4547 0.4912 186.4759
 0.0017 0.2651 0.2173 0.3329 0.2867 0.3163 87.0220
 0.0073 0.2935 0.0905 0.2879 0.3629 0.3820 58.6549
 0.0010 0.2704 0.3468 0.2951 0.2915 0.3133 102.6978
 0.0001 0.2626 0.0357 0.2791 0.2810 0.3308 50.4568
 0.0002 0.2560 0.0718 0.3308 0.2745 0.3396 61.5899
 0.0531 0.0566 0.0011 0.0302 0.0993 0.1535 18.3289
 0.0003 0.1777 0.0187 0.2350 0.1737 0.2314 48.8160
 0.0000 0.2028 0.2065 0.2746 0.2485 0.2329 63.7098
 0.0004 0.3658 0.0656 0.2917 0.4482 0.4795 52.5047
 0.0000 0.3104 0.0555 0.2929 0.3731 0.4125 53.7073
 0.0000 0.4036 0.1160 0.4153 0.3593 0.3504 86.9669
 0.0000 0.3403 0.1241 0.5196 0.2525 0.3244 122.7018
 0.0016 0.1270 0.1014 0.1565 0.2228 0.2368 39.0506
 0.0002 0.0916 0.0127 0.1278 0.1607 0.2283 34.1966
 0.0000 0.2096 0.0184 0.2004 0.2537 0.3116 45.6343
 0.0000 0.2757 0.2669 0.2751 0.3234 0.3596 79.9033
 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0079
 0.0001 0.2453 0.0438 0.2663 0.2457 0.2837 40.3653
 0.0000 0.1405 0.0858 0.1764 0.2466 0.2847 39.9103
 0.0001 0.2329 0.0661 0.2486 0.2749 0.3183 50.7998
 0.0010 0.4203 0.1513 0.4496 0.3731 0.4125 113.4577
 0.0003 0.2195 0.1258 0.3394 0.2166 0.2747 71.3999
 0.0000 0.0001 0.0000 0.0001 0.0002 0.0000 0.0518
 0.0173 0.2151 0.0973 0.3038 0.2407 0.3211 60.7742
 0.0083 0.1553 0.0227 0.1185 0.2726 0.3277 29.3804
 0.0005 0.0493 0.0055 0.0951 0.0864 0.1032 38.7753
 0.0000 0.2242 0.0349 0.2025 0.2603 0.2964 41.2520
 0.0000 0.1015 0.0117 0.1266 0.1781 0.2213 33.5889
 0.0003 0.6766 0.3660 0.2914 0.4548 0.3997 142.0692
 0.0007 0.2801 0.0361 0.2457 0.2758 0.3945 40.7694
 0.0021 0.2152 0.1417 0.2930 0.2981 0.3347 66.5629
 0.0061 0.3456 0.0489 0.2709 0.2418 0.3350 54.1891
 0.0001 0.3087 0.0581 0.2106 0.3186 0.3933 43.1489
 0.0001 0.0580 0.0087 0.1155 0.1017 0.1297 35.1058
 0.0002 0.1430 0.5217 0.3459 0.1790 0.2077 141.5795
 0.0003 0.0187 0.0002 0.0028 0.0210 0.0392 3.1959
 0.0033 0.2474 0.0473 0.3042 0.2858 0.3785 51.4796
 0.0003 0.2580 0.0254 0.1643 0.3187 0.3956 28.3418
 0.0061 0.4605 0.1813 0.4419 0.3605 0.3749 110.7528
 0.0000 0.4217 0.1552 0.4249 0.3211 0.3420 95.1445
 0.0001 0.3967 0.2386 0.4215 0.3736 0.3554 127.6139
 0.0001 0.1472 0.0141 0.2308 0.1363 0.1515 52.7088
 0.0027 0.0456 0.0023 0.0714 0.0569 0.0721 35.4579
 0.0031 0.5556 0.1444 0.2955 0.4547 0.4912 80.7446
 0.0047 0.0489 0.0459 0.2163 0.0858 0.1169 47.0896
 0.0005 0.2503 0.3145 0.2803 0.2595 0.2679 98.0832
 0.0001 0.0376 0.0020 0.0559 0.0523 0.0730 33.1359
 0.0000 0.2859 0.3104 0.3184 0.2651 0.2803 109.7536
 0.0000 0.1874 0.1517 0.3139 0.1872 0.2404 77.7280
 0.0000 0.1250 0.0063 0.0857 0.2192 0.3775 21.0147
 0.0000 0.1335 0.0425 0.2885 0.1820 0.2447 54.7637
 0.0015 0.1535 0.1634 0.1499 0.2438 0.2748 38.5296
 0.0006 0.0044 0.0001 0.0025 0.0068 0.0137 1.4120
 0.0000 0.3382 0.0990 0.4128 0.2191 0.2825 86.9866
 0.0001 0.1654 0.2772 0.3718 0.1550 0.1869 95.4297
 0.0034 0.1494 0.0802 0.1545 0.2404 0.2518 31.9604
 0.0022 0.0282 0.0009 0.0262 0.0494 0.0693 15.2919
 0.0000 0.1232 0.0560 0.1724 0.2162 0.2929 38.6629
 0.0000 0.0985 0.1608 0.2723 0.1399 0.1595 65.8312
 0.0000 0.2254 0.1501 0.1925 0.3105 0.2975 38.3463
 0.0035 0.1778 0.0774 0.3848 0.1899 0.2414 67.5008
 0.0039 0.6015 0.3669 0.5373 0.3428 0.3537 204.3488
 0.0030 0.1395 0.0470 0.1771 0.2442 0.3127 42.4611
